 ,0 minute,1 minute,2 minute,3 minute,4 minute,5 minute,6 minute,7 minute,8 minute,9 minute,10 minute,11 minute,12 minute,13 minute,14 minute,15 minute,16 minute,17 minute,18 minute,19 minute,20 minute,21 minute,22 minute,23 minute,24 minute,25 minute,26 minute,27 minute,28 minute,29 minute,30 minute,31 minute,32 minute,33 minute,34 minute,35 minute,36 minute,37 minute,38 minute,39 minute,40 minute,41 minute,42 minute,43 minute,44 minute,45 minute,46 minute,47 minute,48 minute,49 minute,50 minute,51 minute,52 minute,53 minute,54 minute,55 minute,56 minute,57 minute,58 minute,59 minute,60 minute
 CO,0.0,5.1939597490246366e-08,5.1996138681615164e-08,5.199793598342723e-08,5.199832926496879e-08,5.199912040313712e-08,5.1999850731500764e-08,5.1999961241535005e-08,5.200060825932288e-08,5.200130194886857e-08,5.200199194904928e-08,5.200267219170041e-08,5.200335021674933e-08,5.200401434991208e-08,5.200466761992781e-08,5.200531039122116e-08,5.200594739933287e-08,5.200660296274706e-08,5.20072281583156e-08,5.2007844533337466e-08,5.200845428412967e-08,5.200905503821614e-08,5.200962980718166e-08,5.20102177336618e-08,5.2010802558889026e-08,5.201138330725012e-08,5.20119610140485e-08,5.201254046839746e-08,5.201311314403418e-08,5.20136827072646e-08,5.201424947672093e-08,5.2014814312243734e-08,5.2015381734140686e-08,5.201594384745892e-08,5.20165035996199e-08,5.2017061121770044e-08,5.201762567928857e-08,5.201825044662155e-08,5.201882534853826e-08,5.2019395717543614e-08,5.201996451757376e-08,5.2020536466160384e-08,5.202113869463843e-08,5.2021715130198294e-08,5.202228854584189e-08,5.2022860335676103e-08,5.2023430785695076e-08,5.2024001685575974e-08,5.20245774352573e-08,5.2025153478552377e-08,5.202572859560446e-08,5.202629896219268e-08,5.202684536916647e-08,5.202741239267367e-08,5.202797955015201e-08,5.20285448872149e-08,5.202911146183542e-08,5.202969844952047e-08,5.203026660821079e-08,5.2030831841594414e-08,5.2031394946742e-08
 H2O2,nan,3.819593566507691e-11,3.8237515574561795e-11,3.823883729530193e-11,3.823912651136692e-11,3.823970830771777e-11,3.8240245385015444e-11,3.8240326653201875e-11,3.824080246458694e-11,3.824131259797428e-11,3.8241820018227906e-11,3.824232026286717e-11,3.824281887670447e-11,3.8243307274564753e-11,3.8243787683758794e-11,3.824426037227953e-11,3.82447288226034e-11,3.824521091833803e-11,3.8245670681817836e-11,3.824612395874234e-11,3.824657236426434e-11,3.824701415368489e-11,3.824743683386985e-11,3.824786918997809e-11,3.8248299265451084e-11,3.82487263428313e-11,3.8249151183472574e-11,3.8249577309246796e-11,3.824999845001379e-11,3.825041730194364e-11,3.825083409935575e-11,3.8251249474568963e-11,3.8251666751780065e-11,3.825208012510768e-11,3.8252491762060335e-11,3.825290175908199e-11,3.825331692985102e-11,3.8253776378404595e-11,3.8254199156357606e-11,3.8254618600846304e-11,3.825503689152402e-11,3.8255457497621504e-11,3.82559003712938e-11,3.825632427707466e-11,3.82567459620349e-11,3.8257166451388755e-11,3.825758595545267e-11,3.8258005790342464e-11,3.825842919173397e-11,3.825885280904649e-11,3.8259275745207764e-11,3.825969518791792e-11,3.82600970109332e-11,3.826051399517073e-11,3.8260931077929474e-11,3.826134682197023e-11,3.8261763476099985e-11,3.826219514182303e-11,3.8262612960864394e-11,3.8263028628660195e-11,3.8263442731369396e-11
 HONO,nan,1.9803679681217223e-11,1.9825237870815903e-11,1.9825923151480745e-11,1.9826073103100705e-11,1.9826374750599086e-11,1.9826653212337074e-11,1.982669534794389e-11,1.9826942044769832e-11,1.982720653673418e-11,1.982746962200407e-11,1.982772898689254e-11,1.982798750624638e-11,1.9828240728860774e-11,1.9828489809542893e-11,1.9828734887240805e-11,1.9828977767535612e-11,1.9829227722649324e-11,1.9829466099022906e-11,1.9829701112272736e-11,1.9829933599816942e-11,1.9830162657070982e-11,1.983038180664304e-11,1.9830605972950107e-11,1.983082895680237e-11,1.9831050386215258e-11,1.983127065593221e-11,1.983149159196024e-11,1.9831709943381228e-11,1.98319271080949e-11,1.983214320759026e-11,1.9832358569709834e-11,1.983257491796953e-11,1.9832789242158974e-11,1.9833002666079536e-11,1.9833215239735103e-11,1.98334304958563e-11,1.983366870894909e-11,1.983388790921206e-11,1.983410538115349e-11,1.9834322254871522e-11,1.9834540329080282e-11,1.9834769948493326e-11,1.983498973350811e-11,1.9835208367080502e-11,1.9835426380759565e-11,1.9835643883589863e-11,1.983586155794496e-11,1.983608108144596e-11,1.9836300716896867e-11,1.9836519999187147e-11,1.983673747020672e-11,1.983694580583549e-11,1.9837162002195615e-11,1.9837378249636612e-11,1.983759380298436e-11,1.9837809828191642e-11,1.9838033636551068e-11,1.9838250265737042e-11,1.9838465779553613e-11,1.98386804819102e-11
 HNO3,nan,2.1348913633904342e-11,2.137215395748422e-11,2.137289270890899e-11,2.1373054360870184e-11,2.1373379545190543e-11,2.1373679734627578e-11,2.1373725157971148e-11,2.1373991103960667e-11,2.137427623360196e-11,2.1374559846788413e-11,2.1374839449301362e-11,2.1375118140304764e-11,2.1375391121276892e-11,2.1375659637131844e-11,2.1375923837659195e-11,2.1376185669325387e-11,2.1376455127841733e-11,2.1376712104156418e-11,2.1376965454930826e-11,2.1377216082924792e-11,2.1377463012971227e-11,2.137769926226281e-11,2.137794091973329e-11,2.1378181302484817e-11,2.1378420009507757e-11,2.137865746634643e-11,2.1378895641486847e-11,2.1379131030349474e-11,2.1379365139908825e-11,2.1379598101133404e-11,2.1379830267446498e-11,2.1380063496845892e-11,2.1380294544241626e-11,2.1380524621122636e-11,2.1380753781394482e-11,2.138098583343828e-11,2.1381242633731525e-11,2.1381478937669112e-11,2.138171337842833e-11,2.138194717428621e-11,2.138218226430626e-11,2.1382429800375403e-11,2.138266673469158e-11,2.1382902427721058e-11,2.1383137452488426e-11,2.138337192654675e-11,2.1383606585513488e-11,2.1383843237910592e-11,2.138408001099276e-11,2.1384316403358022e-11,2.1384550843123492e-11,2.13847754346853e-11,2.1385008500332615e-11,2.1385241621046547e-11,2.1385473993508763e-11,2.138570687464859e-11,2.13859481462414e-11,2.1386181678486935e-11,2.1386414008333445e-11,2.1386645463403697e-11
 HO2NO2,nan,2.2592247726184123e-11,2.2616841536753597e-11,2.2617623311746023e-11,2.2617794377915717e-11,2.2618138500490263e-11,2.2618456172528943e-11,2.2618504241243068e-11,2.2618785675578205e-11,2.261908741080191e-11,2.261938754125732e-11,2.2619683427459656e-11,2.2619978349078256e-11,2.2620267228117133e-11,2.2620551381995778e-11,2.2620830969228416e-11,2.2621108049635175e-11,2.262139320108116e-11,2.2621665143373823e-11,2.2621933248979144e-11,2.262219847323282e-11,2.26224597841786e-11,2.2622709792330406e-11,2.2622965523628674e-11,2.2623219905970486e-11,2.2623472514991346e-11,2.262372380101909e-11,2.2623975847181115e-11,2.262422494479625e-11,2.262447268860338e-11,2.2624719217198176e-11,2.262496490458497e-11,2.2625211716974352e-11,2.262545622028151e-11,2.262569969655236e-11,2.2625942202831808e-11,2.262618776928116e-11,2.262645952531432e-11,2.2626709591299253e-11,2.2626957685595508e-11,2.2627205097432036e-11,2.262745387879034e-11,2.2627715831059508e-11,2.2627966564135267e-11,2.262821598363245e-11,2.2628464695948737e-11,2.2628712825479218e-11,2.2628961150694528e-11,2.262921158543198e-11,2.2629462147882765e-11,2.2629712307444024e-11,2.2629960400690864e-11,2.2630198072182958e-11,2.2630444711281795e-11,2.2630691408655177e-11,2.263093731419916e-11,2.263118375804005e-11,2.2631439080993096e-11,2.2631686213865354e-11,2.2631932074311813e-11,2.263217700903596e-11
 SO2,0.0,1.1481717505799155e-11,1.1494216447224998e-11,1.1494613757036337e-11,1.1494700695475939e-11,1.149487558371912e-11,1.149503702940528e-11,1.1495061458647225e-11,1.1495204487777611e-11,1.1495357834121906e-11,1.1495510364898746e-11,1.1495660738685473e-11,1.149581062225119e-11,1.1495957434889898e-11,1.1496101846131765e-11,1.1496243936536164e-11,1.149638475293718e-11,1.1496529671155521e-11,1.149666787628708e-11,1.1496804131557072e-11,1.1496938922481226e-11,1.149707172460224e-11,1.1497198782477406e-11,1.1497328748940121e-11,1.149745802984284e-11,1.1497586409517455e-11,1.1497714116827139e-11,1.1497842210448676e-11,1.1497968805574604e-11,1.149809471267498e-11,1.1498220002186354e-11,1.1498344864184235e-11,1.1498470297923505e-11,1.1498594558153462e-11,1.1498718296428266e-11,1.1498841541739019e-11,1.1498966342281612e-11,1.1499104452747853e-11,1.14992315400131e-11,1.1499357625237316e-11,1.149948336362539e-11,1.1499609798030365e-11,1.1499742926078994e-11,1.1499870352369926e-11,1.1499997111081069e-11,1.150012351039235e-11,1.150024961352536e-11,1.1500375816104427e-11,1.1500503090775704e-11,1.1500630430352974e-11,1.1500757565175837e-11,1.150088364986572e-11,1.1501004438066276e-11,1.1501129783737888e-11,1.1501255159025043e-11,1.1501380131892906e-11,1.1501505378334084e-11,1.1501635137267674e-11,1.1501760733881782e-11,1.15018856838304e-11,1.1502010163313215e-11
 SO3,nan,1.3733674039822124e-11,1.3748624450295829e-11,1.3749099686126005e-11,1.3749203676149102e-11,1.3749412865946596e-11,1.3749605976675969e-11,1.3749635197287352e-11,1.374980627931079e-11,1.3749989702105519e-11,1.3750172149372232e-11,1.3750352016588596e-11,1.3750531297436352e-11,1.3750706905042913e-11,1.3750879640256748e-11,1.3751049599438047e-11,1.3751218034738451e-11,1.3751391376364863e-11,1.3751556688238269e-11,1.3751719667815722e-11,1.3751880895839417e-11,1.3752039744987945e-11,1.3752191723247379e-11,1.375234718056815e-11,1.3752501817866585e-11,1.3752655377175666e-11,1.3752808132246252e-11,1.3752961349397185e-11,1.3753112774146962e-11,1.3753263375925449e-11,1.3753413238984667e-11,1.375356259068045e-11,1.3753712626255682e-11,1.3753861258156628e-11,1.3754009265728756e-11,1.3754156683650182e-11,1.3754305961833733e-11,1.3754471160477359e-11,1.3754623173891586e-11,1.3754773988730246e-11,1.3754924388706353e-11,1.3755075621209207e-11,1.3755234860212716e-11,1.3755387279147164e-11,1.375553889956652e-11,1.3755690090095035e-11,1.3755840926354211e-11,1.3755991881565866e-11,1.3756144119142906e-11,1.3756296434355572e-11,1.3756448504654973e-11,1.3756599318855087e-11,1.3756743797743053e-11,1.3756893727978303e-11,1.3757043693635518e-11,1.3757193177946743e-11,1.3757342989487336e-11,1.3757498198575852e-11,1.3757648428971415e-11,1.3757797885868275e-11,1.3757946780025225e-11
 HSO3,nan,1.9803679682227924e-11,1.982523787133154e-11,1.9825923151775654e-11,1.9826073103274432e-11,1.982637475072575e-11,1.982665321250957e-11,1.9826695348012354e-11,1.9826942044823993e-11,1.9827206536777717e-11,1.9827469622039782e-11,1.982772898692093e-11,1.9827987506271418e-11,1.9828240728882106e-11,1.9828489809560616e-11,1.982873488725647e-11,1.9828977767546152e-11,1.9829227722659748e-11,1.982946609903177e-11,1.9829701112280242e-11,1.9829933599823686e-11,1.983016265707777e-11,1.983038180664833e-11,1.9830605972955028e-11,1.9830828956806142e-11,1.983105038621845e-11,1.9831270655935146e-11,1.9831491591962285e-11,1.9831709943383306e-11,1.9831927108096413e-11,1.9832143207591283e-11,1.983235856971022e-11,1.983257491796984e-11,1.9832789242159433e-11,1.9833002666079516e-11,1.983321523973523e-11,1.9833430495849173e-11,1.9833668708947415e-11,1.9833887909210766e-11,1.9834105381152304e-11,1.9834322254870433e-11,1.983454032907382e-11,1.9834769948491442e-11,1.9834989733506717e-11,1.983520836707929e-11,1.9835426380757972e-11,1.9835643883586903e-11,1.9835861557943903e-11,1.9836081081445394e-11,1.9836300716895836e-11,1.9836519999186297e-11,1.9836737470207423e-11,1.9836945805836212e-11,1.9837162002197515e-11,1.983737824963658e-11,1.9837593802984474e-11,1.98378098281897e-11,1.9838033636551042e-11,1.9838250265737556e-11,1.9838465779554524e-11,1.983868048191195e-11
 NA,nan,2.134891363445134e-11,2.1372153957746415e-11,2.1372892709056367e-11,2.13730543609654e-11,2.1373379545254724e-11,2.1373679734673283e-11,2.1373725158003373e-11,2.1373991103982787e-11,2.1374276233616636e-11,2.137455984679745e-11,2.137483944930654e-11,2.1375118140306515e-11,2.137539112127587e-11,2.1375659637128567e-11,2.137592383765413e-11,2.137618566931894e-11,2.1376455127834137e-11,2.1376712104147846e-11,2.137696545492144e-11,2.137721608291472e-11,2.1377463012960602e-11,2.1377699262251663e-11,2.1377940919721726e-11,2.1378181302472903e-11,2.1378420009495543e-11,2.137865746633401e-11,2.137889564147422e-11,2.1379131030336672e-11,2.137936513989588e-11,2.1379598101120347e-11,2.1379830267433354e-11,2.138006349683269e-11,2.1380294544228375e-11,2.1380524621109343e-11,2.1380753781381163e-11,2.1380985833424842e-11,2.1381242633718113e-11,2.1381478937655674e-11,2.1381713378414892e-11,2.138194717427277e-11,2.1382182264292856e-11,2.138242980036205e-11,2.1382666734678257e-11,2.1382902427707768e-11,2.1383137452475165e-11,2.1383371926533627e-11,2.1383606585500405e-11,2.138384323789752e-11,2.138408001097971e-11,2.1384316403345004e-11,2.1384550843110542e-11,2.138477543467236e-11,2.1385008500319683e-11,2.1385241621033613e-11,2.1385473993495835e-11,2.1385706874635696e-11,2.1385948146228504e-11,2.1386181678474046e-11,2.1386414008320562e-11,2.138664546339079e-11
 SA,nan,3.8195935660759396e-11,3.8237515573052713e-11,3.823883729447309e-11,3.8239126510783506e-11,3.823970830726575e-11,3.82402453846422e-11,3.824032665288138e-11,3.824080246430751e-11,3.824131259772643e-11,3.8241820018005194e-11,3.82423202626688e-11,3.8242818876522305e-11,3.824330727439661e-11,3.824378768360283e-11,3.82442603721342e-11,3.824472882246822e-11,3.8245210918210764e-11,3.824567068169786e-11,3.824612395862895e-11,3.8246572364156993e-11,3.824701415358341e-11,3.824743683377361e-11,3.824786918988665e-11,3.824829926536406e-11,3.824872634274841e-11,3.824915118339289e-11,3.824957730917072e-11,3.824999844994113e-11,3.825041730187417e-11,3.825083409928932e-11,3.825124947450598e-11,3.825166675171972e-11,3.825208012504982e-11,3.825249176200486e-11,3.8252901759028806e-11,3.8253316929802363e-11,3.8253776378357517e-11,3.8254199156312215e-11,3.825461860080257e-11,3.825503689148192e-11,3.825545749758268e-11,3.825590037125619e-11,3.825632427703835e-11,3.825674596199989e-11,3.825716645135503e-11,3.825758595542094e-11,3.825800579031187e-11,3.8258429191704474e-11,3.825885280901814e-11,3.82592757451805e-11,3.825969518789199e-11,3.8260097010908344e-11,3.8260513995146936e-11,3.826093107790671e-11,3.8261346821948457e-11,3.826176347607944e-11,3.826219514180333e-11,3.826261296084558e-11,3.826302862864228e-11,3.8263442731352354e-11
 C5H8,0.0,8.632845692186872e-08,8.642243366400604e-08,8.642542094760609e-08,8.642607461905204e-08,8.428155308348347e-08,8.64286034402554e-08,8.642878711908966e-08,8.642986252358508e-08,8.643101550083293e-08,8.323616878676717e-08,8.64332929734151e-08,8.643441991469437e-08,8.643552376628296e-08,8.643660956225637e-08,8.651311502896794e-08,8.64387366754684e-08,8.643982628323206e-08,8.64408654167295e-08,8.64418898896114e-08,8.460308267485357e-08,8.644390186174702e-08,8.644485718131088e-08,8.644583436987151e-08,8.644680640382778e-08,8.904979872480754e-08,8.644873186406491e-08,8.644969497103346e-08,8.645064681112327e-08,8.645159347807562e-08,8.506581924749161e-08,8.645347431048975e-08,8.645441741828946e-08,8.645535170270085e-08,8.645628206262434e-08,8.391852274986164e-08,8.645814706279526e-08,8.645918548413563e-08,8.646014102438529e-08,8.646108903048138e-08,8.291265282749168e-08,8.646298506026026e-08,8.646398601983537e-08,8.646494410908065e-08,8.646589717891496e-08,8.403531941889791e-08,8.646779568742272e-08,8.646874457580535e-08,8.646970152496076e-08,8.647065896210899e-08,8.397762626486745e-08,8.647256286183724e-08,8.6473471040569e-08,8.647441348590289e-08,8.647535615389892e-08,8.710131958497588e-08,8.647723749544126e-08,8.647821312312075e-08,8.647915745520685e-08,8.648009692514484e-08,8.648103285774598e-08
 NISOPO2,nan,3.4378294954422866e-06,3.4415224417499126e-06,3.4416265514601156e-06,3.4416473411028953e-06,3.4416974584996566e-06,3.4417447686352863e-06,3.4417520972505155e-06,3.441794759389623e-06,3.4418406023697035e-06,3.4418862388956093e-06,3.441931239116167e-06,3.4419761066598244e-06,3.4420200564503773e-06,3.44206328754928e-06,3.4421058237374655e-06,3.442147971773732e-06,3.4421913559528044e-06,3.442232729173819e-06,3.4422735177571492e-06,3.442313867348002e-06,3.4423536241638663e-06,3.442391656902105e-06,3.4424305604422297e-06,3.4424692585988054e-06,3.4425076866713916e-06,3.4425459139647304e-06,3.442584255372555e-06,3.442622147891234e-06,3.44265983404604e-06,3.4426973348679444e-06,3.442734705060802e-06,3.44277224869898e-06,3.4428094402185657e-06,3.4428464747424575e-06,3.442883360956086e-06,3.4429206959353322e-06,3.442962035582158e-06,3.4430000729736103e-06,3.443037808184989e-06,3.4430754380454096e-06,3.4431132638152074e-06,3.443153106779108e-06,3.443191241049038e-06,3.4432291733933818e-06,3.4432669965325693e-06,3.4433047255019947e-06,3.4433424881400146e-06,3.4433805704133e-06,3.443418670343549e-06,3.4434567073008715e-06,3.443494430113563e-06,3.4435305632260233e-06,3.443568059274974e-06,3.44360556243829e-06,3.443642943227594e-06,3.443680399329296e-06,3.4437192096812193e-06,3.4437567715673223e-06,3.4437941368290876e-06,3.4438313581715276e-06
 CH2OOE,nan,2.912171959590338e-09,2.9153421369241277e-09,2.915442909316436e-09,2.9154649601893482e-09,2.9155093181545636e-09,2.9155502665628777e-09,2.9155564626871853e-09,2.915592739968622e-09,2.9156316340589126e-09,2.915670321290804e-09,2.915708461432719e-09,2.915746477236748e-09,2.915783714144371e-09,2.9158203419723032e-09,2.9158563811532783e-09,2.9158920972015535e-09,2.915928853616645e-09,2.9159639073541646e-09,2.915998466537445e-09,2.9160326543105324e-09,2.9160663376524884e-09,2.916098564049295e-09,2.916131528167345e-09,2.9161643184029775e-09,2.9161968800551e-09,2.916229271171599e-09,2.916261760270488e-09,2.9162938692975815e-09,2.9163258038169194e-09,2.9163575816937156e-09,2.916389251137839e-09,2.916421065595946e-09,2.916452582410356e-09,2.916483966838387e-09,2.9165152262332075e-09,2.9165468800897805e-09,2.9165819098166892e-09,2.916614143667787e-09,2.9166461233656924e-09,2.9166780150936495e-09,2.916710083356074e-09,2.9167438493647497e-09,2.9167761692049053e-09,2.9168083197231298e-09,2.9168403790847963e-09,2.9168723633252614e-09,2.9169043727886433e-09,2.9169366541727753e-09,2.9169689520194053e-09,2.9170011979330673e-09,2.9170331774958334e-09,2.917063813680376e-09,2.917095605801711e-09,2.9171274054346207e-09,2.917159102999709e-09,2.917190869952713e-09,2.917223781434338e-09,2.917255637203722e-09,2.9172873289557795e-09,2.9173189013810153e-09
 MACR,nan,1.6797793044835784e-07,1.6816086824383566e-07,1.681667025158219e-07,1.6816798353367133e-07,1.6817054729507698e-07,1.6817291205897507e-07,1.6817327184104144e-07,1.681753661310417e-07,1.68177610948044e-07,1.681798435504881e-07,1.68182044071413e-07,1.6818423764540737e-07,1.68186386169942e-07,1.6818849946523325e-07,1.6819057873021933e-07,1.6819263929373183e-07,1.6819475981221114e-07,1.6819678208033847e-07,1.6819877578827624e-07,1.6820074804418102e-07,1.682026910911824e-07,1.6820455017875047e-07,1.6820645179828367e-07,1.6820834337078803e-07,1.6821022174324442e-07,1.682120903572567e-07,1.6821396451209953e-07,1.682158167341964e-07,1.682176588818727e-07,1.6821949198647502e-07,1.682213187882241e-07,1.682231539915537e-07,1.682249720208836e-07,1.6822678240856022e-07,1.6822858557915432e-07,1.682304114355313e-07,1.6823243207196908e-07,1.682342914382668e-07,1.682361361414708e-07,1.6823797576719164e-07,1.6823982549134976e-07,1.6824177322262138e-07,1.682436375366307e-07,1.6824549208155074e-07,1.682473413659918e-07,1.6824918625807003e-07,1.6825103266155647e-07,1.682528947485582e-07,1.6825475778317025e-07,1.6825661782027302e-07,1.6825846244271575e-07,1.6826022962827373e-07,1.682620634876082e-07,1.682638977784266e-07,1.6826572618018293e-07,1.68267558590953e-07,1.6826945700811698e-07,1.6827129453002046e-07,1.6827312259007754e-07,1.6827494376603894e-07
 MVK,nan,2.9277408567244743e-07,2.930930506430904e-07,2.9310324949373866e-07,2.931054944193982e-07,2.931099696835901e-07,2.931140949495701e-07,2.931147251485974e-07,2.931183776770788e-07,2.9312229201904334e-07,2.9312618470060367e-07,2.931300207649241e-07,2.931338450309742e-07,2.9313759062006675e-07,2.931412746799103e-07,2.931448993268932e-07,2.9314849129423556e-07,2.931521876871328e-07,2.931557127878979e-07,2.931591880661858e-07,2.9316262591756443e-07,2.931660127111646e-07,2.931692532750106e-07,2.9317256794146766e-07,2.931758650738375e-07,2.931791391795614e-07,2.931823963790222e-07,2.931856630905106e-07,2.9318889156189455e-07,2.9319210246293706e-07,2.931952975923347e-07,2.931984816730805e-07,2.932016804452513e-07,2.9320484927718006e-07,2.9320800478307627e-07,2.9321114770349193e-07,2.932143300767669e-07,2.9321785200751913e-07,2.932210928561471e-07,2.9322430814397335e-07,2.932275145778747e-07,2.9323073850315225e-07,2.932341333493787e-07,2.9323738280539564e-07,2.9324061523158247e-07,2.9324383848595815e-07,2.932470540054447e-07,2.932502722347269e-07,2.932535177980237e-07,2.932567650104149e-07,2.932600069958166e-07,2.932632220470315e-07,2.932663021986277e-07,2.932694985550666e-07,2.932726956611632e-07,2.932758825008311e-07,2.932790763357915e-07,2.9328238520056354e-07,2.9328558792885795e-07,2.93288774164383e-07,2.9329194839986575e-07
 HCHO,nan,6.232365503940002e-09,6.239150075933176e-09,6.239365753162054e-09,6.2394129502345e-09,6.239507884491982e-09,6.23959552052156e-09,6.239608782534371e-09,6.239686421077789e-09,6.239769659602426e-09,6.239852455236746e-09,6.239934079718299e-09,6.240015438212202e-09,6.240095129700441e-09,6.240173517626287e-09,6.240250645731303e-09,6.240327082188171e-09,6.240405745180206e-09,6.240480764229258e-09,6.240554724854125e-09,6.24062789060018e-09,6.2406999767917586e-09,6.24076894494852e-09,6.240839491895285e-09,6.2409096667031245e-09,6.240979352307188e-09,6.24104867296015e-09,6.241118203273322e-09,6.241186920184522e-09,6.2412552636239945e-09,6.241323271825852e-09,6.2413910479501075e-09,6.241459134430976e-09,6.241526583918015e-09,6.241593750079972e-09,6.24166064865374e-09,6.2417283913436906e-09,6.241803358832663e-09,6.241872342842002e-09,6.241940782933353e-09,6.24200903475701e-09,6.242077664318223e-09,6.242149927303539e-09,6.242219095330059e-09,6.242287900987353e-09,6.242356511557842e-09,6.2424249613292125e-09,6.242493465109451e-09,6.2425625508287675e-09,6.242631671778169e-09,6.242700681583928e-09,6.242769121355498e-09,6.242834686164159e-09,6.242902724802078e-09,6.24297077951434e-09,6.243038615789173e-09,6.24310660055279e-09,6.243177034738552e-09,6.243245209584644e-09,6.2433130334149e-09,6.243380601871844e-09
 MACROOA,nan,5.9133167116975675e-08,5.919754004990555e-08,5.919958662539461e-08,5.920003451256026e-08,5.9200935283519164e-08,5.920176678969381e-08,5.920189260495504e-08,5.92026292385068e-08,5.920341900525816e-08,5.920420457061793e-08,5.920497902664988e-08,5.920575095765415e-08,5.920650707270203e-08,5.920725082004427e-08,5.920798261458808e-08,5.9208707847669566e-08,5.9209454205970563e-08,5.921016599052804e-08,5.9210867732911147e-08,5.921156193361671e-08,5.9212245891643926e-08,5.921290026558485e-08,5.921356961932842e-08,5.921423544228878e-08,5.921489662373573e-08,5.9215554342396e-08,5.9216214050612595e-08,5.9216866041269176e-08,5.9217514488452116e-08,5.921815975492562e-08,5.921880281958577e-08,5.921944882885102e-08,5.922008879431276e-08,5.922072607160686e-08,5.922136081004151e-08,5.922200355799099e-08,5.9222714854916126e-08,5.9223369380164476e-08,5.9224018744739095e-08,5.92246663230614e-08,5.922531748589879e-08,5.922600312243438e-08,5.92266593937947e-08,5.922731222701854e-08,5.922796320928345e-08,5.92286126662766e-08,5.9229262635331956e-08,5.922991812590081e-08,5.9230573950772284e-08,5.923122872113673e-08,5.923187808323939e-08,5.923250016724769e-08,5.923314572317221e-08,5.9233791431637735e-08,5.923443506757959e-08,5.923508011247369e-08,5.923574839764377e-08,5.923639524604917e-08,5.9237038764027406e-08,5.923767985904051e-08
 MVKOOA,nan,9.76569596376703e-08,9.776327086260508e-08,9.776665110743889e-08,9.776739092897915e-08,9.776887859566725e-08,9.77702518378874e-08,9.777045961837653e-08,9.777167615538163e-08,9.777298043781753e-08,9.777427778062524e-08,9.777555677623115e-08,9.777683160150398e-08,9.777808030705085e-08,9.777930858761024e-08,9.7780517128402e-08,9.778171483300755e-08,9.778294742542254e-08,9.778412292016908e-08,9.778528183052102e-08,9.778642828597908e-08,9.778755782597234e-08,9.778863850851757e-08,9.778974392982311e-08,9.779084352011654e-08,9.779193544505849e-08,9.779302165132501e-08,9.77941111432645e-08,9.779518788984005e-08,9.779625878445355e-08,9.779732442620311e-08,9.779838643167753e-08,9.779945330011724e-08,9.780051018737254e-08,9.780156263519319e-08,9.780261089015584e-08,9.780367237237183e-08,9.780484706171209e-08,9.780592799407578e-08,9.780700040375826e-08,9.780806986351491e-08,9.78091452428886e-08,9.781027755480553e-08,9.78113613708958e-08,9.781243950902586e-08,9.781351459036802e-08,9.781458715287612e-08,9.781566056092894e-08,9.781674308764787e-08,9.781782616648483e-08,9.781890750385059e-08,9.781997990975195e-08,9.78210072664454e-08,9.782207338644669e-08,9.782313975838187e-08,9.782420270761394e-08,9.782526798368952e-08,9.782637164053443e-08,9.782743989511792e-08,9.782850264961682e-08,9.782956140267989e-08
 CISOPA,nan,4.434675530873686e-07,4.4395044628110946e-07,4.43965768903143e-07,4.439690966476798e-07,4.4397585129370515e-07,4.4398215146144857e-07,4.439830242376333e-07,4.43988549222425e-07,4.4399447275190116e-07,4.440003647972738e-07,4.440061722474344e-07,4.440119630272695e-07,4.440176342080417e-07,4.440232125247534e-07,4.440287011634517e-07,4.440341388275412e-07,4.4403973767707065e-07,4.4404507625604884e-07,4.44050339421197e-07,4.4405554599600863e-07,4.440606767210688e-07,4.4406558405466407e-07,4.4407060416918456e-07,4.4407559782239324e-07,4.440805566533596e-07,4.440854895064031e-07,4.440904371668517e-07,4.440953270200464e-07,4.441001902937264e-07,4.441050297034694e-07,4.441098520802939e-07,4.4411469740708347e-07,4.4411949706253555e-07,4.441242765177452e-07,4.441290369188869e-07,4.441338527389651e-07,4.441391904622047e-07,4.4414409958823315e-07,4.44148969708158e-07,4.4415382639050424e-07,4.4415870663649697e-07,4.4416385119614066e-07,4.4416877334047853e-07,4.4417366944216794e-07,4.4417855162415e-07,4.44183421130275e-07,4.4418829674829116e-07,4.441932128448433e-07,4.4419813132534124e-07,4.442030418745715e-07,4.442079127127267e-07,4.442125776446014e-07,4.442174189914589e-07,4.442222615257498e-07,4.442270885161961e-07,4.442319242027833e-07,4.4423693739720866e-07,4.4424178866972453e-07,4.442466147826283e-07,4.4425142268672645e-07
